,Route,Ward,District,Price,Type Of New,Type Of Estate,Owned,Legal,Square,Width,Length,Floors,Bedrooms,Direction,Road,DinningRoom,Kitchen,Terrace,Garage
1349,Đường Diệp Minh Châu, Phường Hòa Xuân, Quận Cẩm Lệ,3650000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Tây Nam,7.5,Missing value,Missing value,Missing value,Missing value
1350,Đường Trần Thủ Độ, Phường Khuê Trung, Quận Cẩm Lệ,6500000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,93.0,5.0,18.5,2.7620345140781106,4.425570776255708,Đông Nam,10.0,Missing value,Missing value,Missing value,Missing value
1351,Đường Nguyễn Tất Thành, Phường Hòa Hiệp Nam, Quận Liên Chiểu,2080000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,125.0,5.0,25.0,2.7620345140781106,4.425570776255708,Tây Bắc,7.5,Missing value,Missing value,Missing value,Missing value
1352,Đường Xuân Thiều 7, Phường Hòa Hiệp Nam, Quận Liên Chiểu,3650000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,102.0,5.0,20.5,2.7620345140781106,4.425570776255708,Tây Bắc,5.5,Missing value,Missing value,Missing value,Missing value
1353,Đường Kiều Sơn Đen, Phường Hòa Xuân, Quận Cẩm Lệ,2990000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,112.0,5.0,22.5,2.7620345140781106,4.425570776255708,Nam,5.5,Missing value,Missing value,Missing value,Missing value
1354,Đường Nguyễn Công Trứ, Phường An Hải Đông, Quận Sơn Trà,4300000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,67.0,3.6,16.0,2.0,3.0,Đông Nam,5.0,Missing value,Missing value,Missing value,Missing value
1355,Đường Tôn Đản, Phường Hòa Phát, Quận Cẩm Lệ,2160000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Đông Nam,4.0,Missing value,Missing value,Missing value,Missing value
1356,Đường Đại An 3, Phường Hòa Quý, Quận Ngũ Hành Sơn,3080000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Tây Bắc,7.5,Missing value,Missing value,Missing value,Missing value
1357,Đường Võ Sạ, Phường Hòa Xuân, Quận Cẩm Lệ,3150000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Tây Bắc,5.5,Missing value,Missing value,Missing value,Missing value
1358,Đường Mẹ Thứ, Phường Hòa Xuân, Quận Cẩm Lệ,6700000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,133.0,7.0,19.0,3.0,5.0,Bắc,7.5,Missing value,Missing value,Missing value,Missing value
1359,Đường Bùi Tấn Diên, Phường Hòa Minh, Quận Liên Chiểu,3700000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,105.0,5.0,21.0,2.7620345140781106,4.425570776255708,Tây Nam,10.0,Missing value,Missing value,Missing value,Missing value
1360,Đường Ngô Quyền, Phường Thọ Quang, Quận Sơn Trà,17000000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,190.0,10.0,19.0,2.7620345140781106,4.425570776255708,Tây Bắc,45.0,Missing value,Missing value,Missing value,Missing value
1361,Đường Trường Chinh, Phường An Khê, Quận Thanh Khê,4950000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,82.0,5.0,16.4,3.0,3.0,Đông Nam,6.0,Missing value,Missing value,Missing value,Missing value
1362,Đường Cổ Mân Lan 1, Phường Hòa Xuân, Quận Cẩm Lệ,2630000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,90.0,5.0,18.0,2.7620345140781106,4.425570776255708,Bắc,5.5,Missing value,Missing value,Missing value,Missing value
1363,Đường Sử Hy Nhan, Phường Hòa Khánh Bắc, Quận Liên Chiểu,2730000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,140.0,7.0,20.0,2.7620345140781106,4.425570776255708,Đông Nam,5.5,Missing value,Missing value,Missing value,Missing value
1364,Đường Châu Thị Vĩnh Tế, Phường Mỹ An, Quận Ngũ Hành Sơn,7300000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,98.0,4.1,24.2,3.0,3.0,Đông Nam,5.0,Missing value,Missing value,Missing value,Missing value
1365,Đường Hoàng Ngọc Phách, Phường Khuê Trung, Quận Cẩm Lệ,4500000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,80.0,5.0,16.0,3.0,4.0,Đông Nam,5.5,Missing value,Missing value,Missing value,Missing value
1366,Đường Trần Khánh Dư, Phường Mỹ An, Quận Ngũ Hành Sơn,4800000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,48.0,3.5,14.0,2.0,3.0,Tây Bắc,7.0,Missing value,Missing value,Missing value,Missing value
1367,Đường Thích Phước Huệ, Phường Hòa Hải, Quận Ngũ Hành Sơn,3220000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,133.0,5.0,26.5,2.7620345140781106,4.425570776255708,Bắc,7.5,Missing value,Missing value,Missing value,Missing value
1368,Đường Trường Sơn, Phường Hòa Thọ Tây, Quận Cẩm Lệ,2550000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Bắc,33.0,Missing value,Missing value,Missing value,Missing value
1369,Đường Hồ Sỹ Dương, Phường Hòa Thọ Đông, Quận Cẩm Lệ,3600000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,109.0,4.5,22.0,2.0,3.0,Đông Bắc,5.0,Missing value,Missing value,Missing value,Missing value
1370,Đường Bình Thái 3, Phường Hòa Thọ Đông, Quận Cẩm Lệ,3420000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,83.0,4.0,21.0,2.7620345140781106,4.425570776255708,Tây Nam,5.5,Missing value,Missing value,Missing value,Missing value
1371,Đường Phạm Vấn, Phường Mân Thái, Quận Sơn Trà,5300000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,71.0,5.0,14.2,2.7620345140781106,4.425570776255708,Tây,7.5,Missing value,Missing value,Missing value,Missing value
1372,Đường Nguyễn Lương Bằng, Phường Hòa Khánh Bắc, Quận Liên Chiểu,3500000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,128.0,5.0,25.0,2.7620345140781106,4.425570776255708,Bắc,5.0,Missing value,Missing value,Missing value,Missing value
1373,Đường Mỹ An 4, Phường Mỹ An, Quận Ngũ Hành Sơn,6300000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,109.0,5.0,22.0,2.0,3.0,Tây Bắc,5.5,Missing value,Missing value,Missing value,Missing value
1374,Đường Hà Huy Tập, Phường An Khê, Quận Thanh Khê,2970000000.0,Cần bán,Nhà trong hẻm,Missing value,Sổ hồng/ Sổ đỏ,45.0,4.0,11.3,3.0,3.0,Tây,3.5,Missing value,Missing value,Missing value,Missing value
1375,Đường Hòa Nam, Phường Hòa Minh, Quận Liên Chiểu,2750000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,90.0,5.0,18.0,2.7620345140781106,4.425570776255708,Tây Nam,5.5,Missing value,Missing value,Missing value,Missing value
1376,Đường Lư Giang, Phường Hòa Xuân, Quận Cẩm Lệ,3500000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,129.0,5.0,25.0,2.7620345140781106,4.425570776255708,Tây Bắc,7.5,Missing value,Missing value,Missing value,Missing value
1377,Đường Nguyễn Quyền, Phường Hòa An, Quận Cẩm Lệ,3100000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,90.0,5.0,18.0,2.7620345140781106,4.425570776255708,Đông,5.5,Missing value,Missing value,Missing value,Missing value
1378,Đường 3/2, Phường Thuận Phước, Quận Hải Châu,18000000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,125.0,5.0,125.0,2.7620345140781106,4.425570776255708,Tây Nam,30.0,Missing value,Missing value,Missing value,Missing value
1379,Đường Nguyễn Tất Thành, Phường Hòa Hiệp Nam, Quận Liên Chiểu,2850000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Đông Nam,7.5,Missing value,Missing value,Missing value,Missing value
1380,Đường Lý Văn Phức, Phường Hòa Hải, Quận Ngũ Hành Sơn,3200000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,90.0,5.0,18.0,2.7620345140781106,4.425570776255708,Đông Nam,5.5,Missing value,Missing value,Missing value,Missing value
1381,Đường Tuy Lý Vương, Phường Khuê Mỹ, Quận Ngũ Hành Sơn,4350000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,95.0,5.0,19.0,2.7620345140781106,4.425570776255708,Tây Nam,7.5,Missing value,Missing value,Missing value,Missing value
1382,Đường Lý Chính Thắng, Phường Hòa Minh, Quận Liên Chiểu,3800000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,90.0,4.5,20.0,2.7620345140781106,4.425570776255708,Tây Bắc,7.5,Missing value,Missing value,Missing value,Missing value
1383,Đường Trần Cao Vân, Phường Xuân Hà, Quận Thanh Khê,2650000000.0,Cần bán,Nhà trong hẻm,Missing value,Sổ hồng/ Sổ đỏ,44.0,4.19,10.501193317422434,2.0,2.0,Đông Nam,2.5,Missing value,Missing value,Missing value,Missing value
1384,Đường Bàu Làng, Phường Thanh Khê Đông, Quận Thanh Khê,5800000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,102.0,5.0,20.4,2.0,3.0,Đông Bắc,5.5,Missing value,Missing value,Missing value,Missing value
1385,Đường Nguyễn Minh Không, Phường Hòa Minh, Quận Liên Chiểu,2950000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,90.0,5.0,18.0,2.7620345140781106,4.425570776255708,Đông,5.5,Missing value,Missing value,Missing value,Missing value
1386,Đường Bùi Huy Bích, Phường Nại Hiên Đông, Quận Sơn Trà,5800000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,90.0,5.0,18.0,3.0,7.0,Đông Nam,5.5,Missing value,Missing value,Missing value,Missing value
1387,Đường Hồ Sỹ Dương, Phường Hòa Thọ Đông, Quận Cẩm Lệ,4050000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,104.0,8.0,14.0,2.7620345140781106,4.425570776255708,Bắc,7.5,Missing value,Missing value,Missing value,Missing value
1388,Đường Trương Định, Phường Mân Thái, Quận Sơn Trà,7850000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Đông Bắc,10.0,Missing value,Missing value,Missing value,Missing value
1389,Đường Ngô Thế Vinh, Phường Hòa Thuận Tây, Quận Hải Châu,7000000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,110.0,5.0,22.0,1.0,2.0,Missing value,5.5,Y,Y,Missing value,Y
1390,Đường Hoàng Diệu, Phường Bình Thuận, Quận Hải Châu,3050000000.0,Cần bán,Nhà trong hẻm,Missing value,Sổ hồng/ Sổ đỏ,53.0,3.04,17.434210526315788,2.0,2.0,Đông,2.5,Missing value,Missing value,Missing value,Missing value
1391,Đường Bàu Mạc, Phường Hòa Minh, Quận Liên Chiểu,3250000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Missing value,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Tây Bắc,7.5,Missing value,Missing value,Missing value,Missing value
1392,Đường Khái Đông 4, Phường Hòa Hải, Quận Ngũ Hành Sơn,2560000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,90.0,5.0,18.0,2.7620345140781106,4.425570776255708,Missing value,5.5,Missing value,Missing value,Missing value,Missing value
1393,Đường Bình Hòa 14, Phường Khuê Trung, Quận Cẩm Lệ,3750000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,78.0,4.95,15.757575757575758,3.0,3.0,Tây Nam,3.7,Missing value,Missing value,Missing value,Missing value
1394,Đường Tôn Đản, Phường Hòa An, Quận Cẩm Lệ,4700000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Missing value,143.0,5.5,26.0,2.7620345140781106,4.425570776255708,Đông Bắc,7.5,Missing value,Missing value,Missing value,Missing value
1395,Đường Phú Xuân 1, Phường Hòa Minh, Quận Liên Chiểu,3890000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Tây Nam,6.0,Missing value,Missing value,Missing value,Missing value
1396,Đường An Mỹ, Phường An Hải Tây, Quận Sơn Trà,4500000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,56.0,4.0,14.0,1.0,3.0,Đông Nam,3.5,Missing value,Missing value,Missing value,Missing value
1397,Đường Duy Tân, Phường Hòa Thuận Đông, Quận Hải Châu,3500000000.0,Cần bán,Nhà trong hẻm,Missing value,Missing value,48.0,4.0,12.0,4.0,5.0,Nam,3.0,Missing value,Missing value,Missing value,Missing value
1398,Đường Nại Nghĩa 7, Phường Nại Hiên Đông, Quận Sơn Trà,3950000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,60.0,5.0,12.0,1.0,2.0,Tây Nam,3.7,Missing value,Missing value,Missing value,Missing value
1399,Đường Hòa Minh 4, Phường Hòa Minh, Quận Liên Chiểu,3550000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Missing value,80.0,5.0,16.0,2.7620345140781106,4.425570776255708,Nam,5.5,Missing value,Missing value,Missing value,Missing value
1400,Đường Phước Lý 14, Phường Hòa Minh, Quận Liên Chiểu,3100000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Đông Nam,7.5,Missing value,Missing value,Missing value,Missing value
1401,Đường Nguyễn Nhược Pháp, Phường Hòa Minh, Quận Liên Chiểu,3400000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Đông Nam,10.0,Missing value,Missing value,Missing value,Missing value
1402,Đường Hòa Nam, Phường Hòa Minh, Quận Liên Chiểu,3500000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,120.0,6.0,20.0,2.7620345140781106,4.425570776255708,Bắc,5.5,Missing value,Missing value,Missing value,Missing value
1403,Đường Núi Thành, Phường Hòa Cường Nam, Quận Hải Châu,3750000000.0,Cần bán,Nhà trong hẻm,Missing value,Missing value,42.0,5.0,8.4,3.0,3.0,Nam,2.5,Missing value,Missing value,Missing value,Missing value
1404,Đường Vũ Lập, Phường Hòa Khánh Nam, Quận Liên Chiểu,3100000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Missing value,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Tây Nam,7.5,Missing value,Missing value,Missing value,Missing value
1405,Đường Bùi Công Trừng, Phường Hòa Xuân, Quận Cẩm Lệ,4850000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.0,3.0,Đông Bắc,7.5,Missing value,Missing value,Missing value,Missing value
1406,Đường Ông Ích Khiêm, Phường Thanh Bình, Quận Hải Châu,4050000000.0,Cần bán,Nhà trong hẻm,Missing value,Missing value,50.0,4.55,10.989010989010989,3.0,3.0,Đông Nam,3.5,Missing value,Missing value,Missing value,Missing value
1407,Đường Hồ Biểu Chánh, Phường Hòa Cường Nam, Quận Hải Châu,4900000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,81.0,4.5,18.0,2.7620345140781106,4.425570776255708,Đông Bắc,5.5,Missing value,Missing value,Missing value,Missing value
1408,Đường Tôn Đản, Phường Hòa An, Quận Cẩm Lệ,5800000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,135.0,5.0,27.0,2.0,3.0,Tây Nam,7.5,Missing value,Missing value,Missing value,Missing value
1409,Đường Nhơn Hòa 19, Phường Hòa An, Quận Cẩm Lệ,2850000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,110.0,5.0,22.0,2.7620345140781106,4.425570776255708,Tây Nam,5.5,Missing value,Missing value,Missing value,Missing value
1410,Đường An Hải Bắc 8, Phường An Hải Bắc, Quận Sơn Trà,4100000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,70.0,4.0,17.5,2.0,2.0,Tây,3.7,Missing value,Missing value,Missing value,Missing value
1411,Đường Hóa Sơn 2, Phường Hòa Cường Nam, Quận Hải Châu,3750000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,56.0,4.0,14.0,2.0,2.0,Missing value,3.5,Missing value,Missing value,Missing value,Missing value
1412,Đường Hòa Minh 3, Phường Hòa Minh, Quận Liên Chiểu,3350000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,72.0,4.5,16.0,1.0,2.0,Đông Bắc,5.5,Missing value,Missing value,Missing value,Missing value
1413,Đường Phan Xích Long, Phường An Khê, Quận Thanh Khê,5050000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,107.0,5.0,21.4,2.7620345140781106,4.425570776255708,Tây Nam,10.0,Missing value,Missing value,Missing value,Missing value
1414,Đường Lê Chân, Phường An Hải Bắc, Quận Sơn Trà,5000000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,70.0,4.7,14.893617021276595,2.0,3.0,Tây Bắc,7.5,Missing value,Missing value,Missing value,Missing value
1415,Đường Điện Biên Phủ, Phường Chính Gián, Quận Thanh Khê,2950000000.0,Cần bán,Nhà trong hẻm,Missing value,Missing value,62.0,5.9,10.508474576271185,2.0,3.0,Nam,3.0,Missing value,Missing value,Missing value,Missing value
1416,Đường Bình Thái 4, Phường Hòa Thọ Đông, Quận Cẩm Lệ,3650000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Missing value,167.0,6.02,27.740863787375417,2.7620345140781106,4.425570776255708,Tây Nam,6.0,Missing value,Missing value,Missing value,Missing value
1417,Đường Đoàn Hữu Trưng, Phường Hòa An, Quận Cẩm Lệ,4050000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,117.0,5.0,23.4,2.7620345140781106,4.425570776255708,Đông Bắc,7.5,Missing value,Missing value,Missing value,Missing value
1418,Đường Tống Phước Phổ, Phường Hòa Cường Bắc, Quận Hải Châu,8500000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,75.0,5.0,15.0,3.0,3.0,Đông,5.5,Missing value,Missing value,Missing value,Missing value
1419,Đường Nguyễn Hữu Thận, Phường An Khê, Quận Thanh Khê,5050000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,78.0,6.0,13.0,3.0,3.0,Đông,5.5,Missing value,Missing value,Missing value,Missing value
1420,Đường Âu Cơ, Phường Hòa Khánh Bắc, Quận Liên Chiểu,3500000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,60.0,4.91,12.219959266802444,1.0,2.0,Đông Bắc,7.5,Missing value,Missing value,Missing value,Missing value
1421,Đường Bàu Mạc 6, Phường Hòa Khánh Bắc, Quận Liên Chiểu,4200000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,107.0,5.0,21.4,3.0,4.0,Đông Nam,5.5,Missing value,Missing value,Missing value,Missing value
1422,Đường Phan Châu Trinh, Phường Bình Hiên, Quận Hải Châu,3950000000.0,Cần bán,Nhà trong hẻm,Missing value,Sổ hồng/ Sổ đỏ,50.0,5.13,9.746588693957115,4.0,4.0,Đông Nam,4.0,Missing value,Missing value,Missing value,Missing value
1423,Đường Phùng Hưng, Phường Hòa Minh, Quận Liên Chiểu,5300000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Tây Bắc,10.0,Missing value,Missing value,Missing value,Missing value
1424,Đường Phan Châu Trinh, Phường Phước Ninh, Quận Hải Châu,2550000000.0,Cần bán,Nhà trong hẻm,Missing value,Sổ hồng/ Sổ đỏ,42.0,6.1715045871559635,6.805471730088271,2.0,2.0,Nam,2.5,Missing value,Missing value,Missing value,Missing value
1425,Đường Nguyễn Đỗ Cung, Phường Hòa Minh, Quận Liên Chiểu,3850000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,83.0,5.0,16.6,3.0,3.0,Bắc,5.5,Missing value,Missing value,Missing value,Missing value
1426,Đường Lê Thạch, Phường Hòa An, Quận Cẩm Lệ,3800000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,123.0,5.0,24.6,2.7620345140781106,4.425570776255708,Đông Bắc,7.5,Missing value,Missing value,Missing value,Missing value
1427,Đường  Lê Văn Sĩ, Phường Hòa Minh, Quận Liên Chiểu,3200000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,70.0,5.0,14.0,2.7620345140781106,4.425570776255708,Đông Bắc,5.5,Missing value,Missing value,Missing value,Missing value
1428,Đường Xuân Thiều 24, Phường Hòa Hiệp Nam, Quận Liên Chiểu,4000000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Đông Bắc,7.5,Missing value,Missing value,Missing value,Missing value
1429,Đường Trần Đình Tri, Phường Hòa Minh, Quận Liên Chiểu,5900000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,103.0,5.0,20.6,2.7620345140781106,4.425570776255708,Đông Nam,5.5,Missing value,Missing value,Missing value,Missing value
1430,Đường Cổ Mân Mai 3, Phường Hòa Xuân, Quận Cẩm Lệ,2050000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,100.0,5.0,20.0,2.7620345140781106,4.425570776255708,Đông,5.5,Missing value,Missing value,Missing value,Missing value
1431,Đường Phạm Văn Tráng, Phường Hòa Khánh Bắc, Quận Liên Chiểu,3650000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,109.0,5.9,18.47457627118644,2.7620345140781106,4.425570776255708,Đông Nam,7.5,Missing value,Missing value,Missing value,Missing value
1432,Đường Đặng Huy Tá, Phường Hòa Minh, Quận Liên Chiểu,4600000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,85.0,5.0,17.0,2.0,4.0,Đông Bắc,5.5,Missing value,Missing value,Missing value,Missing value
1433,Đường Nguyễn Thanh Năm, Phường An Khê, Quận Thanh Khê,3350000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,75.0,5.0,15.0,1.0,2.0,Đông Bắc,5.5,Missing value,Missing value,Missing value,Missing value
1434,Đường Nguyễn Thị Ba, Phường Nại Hiên Đông, Quận Sơn Trà,4100000000.0,Cần bán,Nhà mặt tiền,Missing value,Sổ hồng/ Sổ đỏ,74.0,5.0,14.8,1.0,2.0,Đông Nam,5.5,Missing value,Missing value,Missing value,Missing value
1435,Đường Phú Lộc 14, Phường Hòa Minh, Quận Liên Chiểu,3700000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,80.0,5.0,16.0,1.0,2.0,Đông Nam,5.5,Missing value,Missing value,Missing value,Missing value
1436,Đường Lê Văn Thịnh, Phường Hòa Minh, Quận Liên Chiểu,5100000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,75.0,5.0,15.0,3.0,4.0,Tây Nam,5.5,Missing value,Missing value,Missing value,Missing value
1437,Đường Bàu Mạc 6, Phường Hòa Minh, Quận Liên Chiểu,3300000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,107.0,5.0,21.4,2.7620345140781106,4.425570776255708,Đông Nam,5.5,Missing value,Missing value,Missing value,Missing value
1438,Đường Hùng Vương, Phường Vĩnh Trung, Quận Thanh Khê,2950000000.0,Cần bán,Nhà trong hẻm,Missing value,Missing value,46.0,4.1,11.219512195121952,2.0,3.0,Missing value,2.5,Missing value,Missing value,Missing value,Missing value
1439,Đường Bàu Mạc, Phường Hòa Minh, Quận Liên Chiểu,2950000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,97.0,5.0,19.4,2.7620345140781106,4.425570776255708,Tây Bắc,5.5,Missing value,Missing value,Missing value,Missing value
1440,Đường Phú Lộc 15, Phường Hòa Minh, Quận Liên Chiểu,3500000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,80.0,5.0,16.0,2.7620345140781106,4.425570776255708,Tây,5.5,Missing value,Missing value,Missing value,Missing value
1441,Đường Mẹ Hiền, Phường Thanh Khê Tây, Quận Thanh Khê,4200000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,82.0,4.5,18.22222222222222,1.0,4.0,Tây Nam,5.5,Missing value,Missing value,Missing value,Missing value
1442,Đường Lê Thiệt, Phường Hòa Minh, Quận Liên Chiểu,3200000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,72.0,4.5,16.0,2.7620345140781106,4.425570776255708,Tây Nam,5.5,Missing value,Missing value,Missing value,Missing value
1443,Đường Phú Lộc 15, Phường Hòa Minh, Quận Liên Chiểu,3900000000.0,Cần bán,Nhà mặt tiền,Missing value,Missing value,75.0,5.0,15.0,2.0,3.0,Đông Bắc,5.5,Missing value,Missing value,Missing value,Missing value
1444,Đường Đá Mọc 4, Phường Hòa Minh, Quận Liên Chiểu,3000000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,90.0,5.0,18.0,2.7620345140781106,4.425570776255708,Tây Nam,5.5,Missing value,Missing value,Missing value,Missing value
1445,Đường Phan Thị Nể, Phường Hòa Minh, Quận Liên Chiểu,4200000000.0,Cần bán,"Đất thổ cư, đất ở",Missing value,Sổ hồng/ Sổ đỏ,97.0,5.0,19.4,2.7620345140781106,4.425570776255708,Tây Bắc,5.5,Missing value,Missing value,Missing value,Missing value
